Target: 
Point: (0.5009518783062896, 0.498318629518864, 0.49980797467496724)
Point: (0.5011913706232086, 0.502781824493814, 0.49685186309536894)
Point: (0.5007962587660538, 0.5009270352293809, 0.497581487786511)
Point: (0.4985444074612786, 0.49959660940288836, 0.49983223500223006)


Execution 1

Generation 1 | Average Generation Fitness: 0.7489840914226042 | Best Fitness: 0.8094630037697641 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7532646425628177 | Best Fitness: 0.8288116650801363 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7513319005445196 | Best Fitness: 0.8288116650801363 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.752876796924484 | Best Fitness: 0.8288116650801363 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7537372853946064 | Best Fitness: 0.8288116650801363 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7535540010249282 | Best Fitness: 0.831352323797237 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7526112571450726 | Best Fitness: 0.831352323797237 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7532160609976577 | Best Fitness: 0.831352323797237 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.755057204417122 | Best Fitness: 0.831352323797237 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7548005443456163 | Best Fitness: 0.831352323797237 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7548205072989675 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7609132158940874 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7571758653552836 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7517252881921604 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.75646195176616 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7548073636896551 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7568553873224323 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7484438375903529 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7484063595698709 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.757163822238796 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7519150951657937 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7517538157104869 | Best Fitness: 0.8314615164096474 | Population Length: 200
Generation 52 | Average Generation Fitness: 0.7535867751207426 | Best Fitness: 0.8314615164096474 | Population Length: 200
------------------------------------------------
Total Generations: 52
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7535867751207426  ---  Best Overall Fitness: 0.8314615164096474
------------------------------------------------

Execution 2

Generation 1 | Average Generation Fitness: 0.7485286577934004 | Best Fitness: 0.8119219847625466 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7529833339828361 | Best Fitness: 0.8243532340480332 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7528650276088552 | Best Fitness: 0.8246867466706513 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.7541167441223767 | Best Fitness: 0.8246867466706513 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7541506772868093 | Best Fitness: 0.8247890334486515 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7554630816765777 | Best Fitness: 0.8247890334486515 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7539670795671334 | Best Fitness: 0.8247890334486515 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.7570087316220504 | Best Fitness: 0.8247890334486515 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.7602536620654881 | Best Fitness: 0.8247890334486515 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.7522953707949707 | Best Fitness: 0.8247890334486515 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7556018964432525 | Best Fitness: 0.8248165667157574 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7554111253664776 | Best Fitness: 0.8263315479440163 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.7507389135217768 | Best Fitness: 0.8263359896239468 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7565831908074823 | Best Fitness: 0.8263359896239468 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.755445005354206 | Best Fitness: 0.8281109717454309 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.754752489950881 | Best Fitness: 0.8281155015190664 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7560333481650039 | Best Fitness: 0.8281155015190664 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7523368418414287 | Best Fitness: 0.8281155015190664 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7562871682282851 | Best Fitness: 0.8281155015190664 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7519462769767936 | Best Fitness: 0.828462171377307 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7550635379533621 | Best Fitness: 0.8305924269667319 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7535394070715847 | Best Fitness: 0.8305924269667319 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7541058657161105 | Best Fitness: 0.8305924269667319 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7594825566101535 | Best Fitness: 0.8305924269667319 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.754853746052785 | Best Fitness: 0.8305924269667319 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7487524711400586 | Best Fitness: 0.8305924269667319 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7534765600937028 | Best Fitness: 0.8305924269667319 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7544543479416147 | Best Fitness: 0.8310645420180374 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7542118942589683 | Best Fitness: 0.8310645420180374 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7571824317291054 | Best Fitness: 0.8315397995055767 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7533835499536444 | Best Fitness: 0.8315397995055767 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7559895267080011 | Best Fitness: 0.8315397995055767 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.7511205688687689 | Best Fitness: 0.8318873578151864 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7599197250924874 | Best Fitness: 0.8325596902391849 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7551563977438975 | Best Fitness: 0.8325764557402439 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7573050093204549 | Best Fitness: 0.8325764557402439 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7544188496930286 | Best Fitness: 0.8325764557402439 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7554039542525379 | Best Fitness: 0.8325897695734754 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7564387437105364 | Best Fitness: 0.8325897695734754 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.75638330036077 | Best Fitness: 0.8325897695734754 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.755160465066337 | Best Fitness: 0.8325897695734754 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.758539161128246 | Best Fitness: 0.8326176330692984 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7526315854352067 | Best Fitness: 0.8327524159859743 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.756484267432175 | Best Fitness: 0.8327851072715751 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7573632954359516 | Best Fitness: 0.8327851072715751 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7544495120167711 | Best Fitness: 0.8327851072715751 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7588222641924883 | Best Fitness: 0.8327851072715751 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7592044119620173 | Best Fitness: 0.8327851072715751 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7529878977237832 | Best Fitness: 0.8327851072715751 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7535966570920732 | Best Fitness: 0.8327851072715751 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7552868195700198 | Best Fitness: 0.8328375820684282 | Population Length: 200
Generation 52 | Average Generation Fitness: 0.7607847364718073 | Best Fitness: 0.8328375820684282 | Population Length: 200
------------------------------------------------
Total Generations: 52
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7607847364718073  ---  Best Overall Fitness: 0.8328375820684282
------------------------------------------------

Execution 3

Generation 1 | Average Generation Fitness: 0.7421775959976741 | Best Fitness: 0.8026543094674327 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7543233005205571 | Best Fitness: 0.8158881789489594 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7528077209976695 | Best Fitness: 0.8200260350580005 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.751533946926569 | Best Fitness: 0.8208648923675508 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7490137068119118 | Best Fitness: 0.8208648923675508 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7583240277450014 | Best Fitness: 0.8208648923675508 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7548364605856664 | Best Fitness: 0.8208648923675508 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.7524066838295567 | Best Fitness: 0.8231899769442979 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.7527901119525003 | Best Fitness: 0.8232750818613387 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.7537863202343712 | Best Fitness: 0.8232750818613387 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7569242769239163 | Best Fitness: 0.8279299499473614 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7570918917776918 | Best Fitness: 0.8279299499473614 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.7534737563876093 | Best Fitness: 0.8289260225537951 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7559272840526625 | Best Fitness: 0.8289260225537951 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.7533944840320471 | Best Fitness: 0.8289907346414072 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.7557591772804415 | Best Fitness: 0.8289907346414072 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7557017525911194 | Best Fitness: 0.8292921854870503 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7618648941760052 | Best Fitness: 0.8293880628203927 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7539355185002526 | Best Fitness: 0.8293880628203927 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7545211357509076 | Best Fitness: 0.8293880628203927 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7572563183980353 | Best Fitness: 0.8293880628203927 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7543961889111022 | Best Fitness: 0.8293880628203927 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7568657382629717 | Best Fitness: 0.8293880628203927 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7557478145819221 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.7573833999756238 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7479684795376058 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7602186938282641 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7528167158175951 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7535867908642493 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7550628384516294 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7500981522353805 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7553145159057926 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.7592917348667774 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7520049815577694 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7524535914446606 | Best Fitness: 0.8295524982477283 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7568553374690151 | Best Fitness: 0.8298158449871846 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7545090120136719 | Best Fitness: 0.8298158449871846 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7563946693761935 | Best Fitness: 0.830325577437038 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7552900911460891 | Best Fitness: 0.830325577437038 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7531182418331486 | Best Fitness: 0.830325577437038 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7537141757619795 | Best Fitness: 0.830325577437038 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7555733660785454 | Best Fitness: 0.830325577437038 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7525857408206491 | Best Fitness: 0.830325577437038 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.7498878314908677 | Best Fitness: 0.8304510118609452 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7536329514925236 | Best Fitness: 0.8304510118609452 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7550746875763867 | Best Fitness: 0.8304510118609452 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7563119578964138 | Best Fitness: 0.8304510118609452 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7543004853579547 | Best Fitness: 0.8304510118609452 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7530231302529765 | Best Fitness: 0.8304510118609452 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7540010678047925 | Best Fitness: 0.8304510118609452 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7532045250214076 | Best Fitness: 0.8308218597330788 | Population Length: 200
Generation 52 | Average Generation Fitness: 0.7564948106457469 | Best Fitness: 0.8308218597330788 | Population Length: 200
------------------------------------------------
Total Generations: 52
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7564948106457469  ---  Best Overall Fitness: 0.8308218597330788
------------------------------------------------

Execution 4

Generation 1 | Average Generation Fitness: 0.7495588447865724 | Best Fitness: 0.8059798953112466 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7538501540676006 | Best Fitness: 0.8177998591125015 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7543585437225739 | Best Fitness: 0.8240188357032359 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.7506272507855016 | Best Fitness: 0.8256267072568174 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7580944076123121 | Best Fitness: 0.8297212369387615 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7491954562165161 | Best Fitness: 0.8302594260405864 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7509891350694946 | Best Fitness: 0.8305633541666901 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.753602582842927 | Best Fitness: 0.8305633541666901 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.753041432024408 | Best Fitness: 0.8305633541666901 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.7519734511785237 | Best Fitness: 0.8305633541666901 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7595167785130041 | Best Fitness: 0.8305633541666901 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7551495401282091 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.7540925550208232 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7563048365824379 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.7562051246301233 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.7486542054892751 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7533169123294537 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7563130844137568 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7566144733363322 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7563818259839116 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7526945523370067 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7545280620456603 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7527514395503374 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7558949926438701 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.7574717170513158 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7598894914571739 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7587291531343929 | Best Fitness: 0.8311514349515501 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7555468761517612 | Best Fitness: 0.8315622345279621 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7520680396102065 | Best Fitness: 0.8315622345279621 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7550055557123598 | Best Fitness: 0.8315622345279621 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7572076198322519 | Best Fitness: 0.8315622345279621 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7577259652408047 | Best Fitness: 0.8315622345279621 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.7533179166494581 | Best Fitness: 0.8315622345279621 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7550007851558533 | Best Fitness: 0.831802320560983 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7489805002526626 | Best Fitness: 0.831802320560983 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7525634006015968 | Best Fitness: 0.831802320560983 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7534307199709985 | Best Fitness: 0.831802320560983 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7554926668929351 | Best Fitness: 0.831802320560983 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7542472526034593 | Best Fitness: 0.831802320560983 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7559241589906057 | Best Fitness: 0.831802320560983 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.755117663589768 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7570911555343349 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7555597417200554 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.74880315173561 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7542535057920107 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7573933964981737 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7611202595818907 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7554299492751226 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7559577867393799 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7546681891637878 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.753312107587411 | Best Fitness: 0.8319350468552198 | Population Length: 200
Generation 52 | Average Generation Fitness: 0.7537273544782382 | Best Fitness: 0.8319350468552198 | Population Length: 200
------------------------------------------------
Total Generations: 52
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7537273544782382  ---  Best Overall Fitness: 0.8319350468552198
------------------------------------------------

Execution 5

Generation 1 | Average Generation Fitness: 0.7442694880722107 | Best Fitness: 0.8122008010385572 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7527262572109885 | Best Fitness: 0.8156294470022695 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7477213465259485 | Best Fitness: 0.8173399867878607 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.7546608742343495 | Best Fitness: 0.8173399867878607 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7520447369242451 | Best Fitness: 0.8173399867878607 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7518337095577543 | Best Fitness: 0.8229257758630573 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7556236718191183 | Best Fitness: 0.8229257758630573 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.7563815566413478 | Best Fitness: 0.8229257758630573 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.7562712882596793 | Best Fitness: 0.8230539338258054 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.7526293085182914 | Best Fitness: 0.8230539338258054 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7489442070088248 | Best Fitness: 0.8230539338258054 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7548630450036395 | Best Fitness: 0.8246625128273183 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.753486576487803 | Best Fitness: 0.8246625128273183 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7531942608647448 | Best Fitness: 0.8246625128273183 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.7521979278297515 | Best Fitness: 0.8246625128273183 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.7529199460295543 | Best Fitness: 0.8246625128273183 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7546564819712889 | Best Fitness: 0.8246625128273183 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7564424017966939 | Best Fitness: 0.8291334111149677 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7491603104286767 | Best Fitness: 0.8291334111149677 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7545187215918547 | Best Fitness: 0.8291334111149677 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7561977872226383 | Best Fitness: 0.8291334111149677 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7565145764950634 | Best Fitness: 0.8293255933323733 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7551036574974526 | Best Fitness: 0.8293889943857518 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7582800978725476 | Best Fitness: 0.8293889943857518 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.757042650543493 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7556167758245559 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7574391939133639 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7548528108439791 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7580198052946561 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7533351369196195 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7514012593503514 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7502924586764399 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.7588119181947998 | Best Fitness: 0.8294687206360346 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7564564788702043 | Best Fitness: 0.830231930572966 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7580784144369723 | Best Fitness: 0.830231930572966 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7542207458569186 | Best Fitness: 0.830231930572966 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7538940964502733 | Best Fitness: 0.8305782316233082 | Population Length: 200
